"Gene_Name","Gene_ID","Gene_Description","Chromosome","Aliases","Pubmed_ID","Homologene_ID","int_protein"
"TFF3","7033","TFF3 trefoil factor 3 (intestinal)","21","ITF; P1B; TFI; TFF3","159300340; 17043662","2427","TFF3"
"THBS2","7058","THBS2 thrombospondin 2","6","TSP2; THBS2","12796396","2438","MMP2,MMP9,THBS2,THBS3"
"THRB","7068","THRB thyroid hormone receptor; beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2; avi","3","GRTH; PRTH; THR1; ERBA2; NR1A2; THRB1; THRB2; ERBA-BETA; MGC126109; MGC126110; THRB","159300340","36025","ACVR1,BRD8,BTG1,C1D,CAMK2B,CCND1,CNOT1,COPS2,CTCF,ESR1,FOXO1,HDAC2,HMGN3,JMJD1C,MECR,MED1,MED21,MPG,NCOA1,NCOA2,NCOA3,NCOA6,NCOR1,NCOR2,NR2F6,NRBF2,NRIP1,PPARGC1A,PRMT2,PSMC3IP,PSMC5,RARA,RXRA,RXRB,RXRG,THRB,TP53,TRIP10,TRIP12,TRIP13,TRIP4,TRIP6,ZNHIT3"
"TIMP1","7076","TIMP1 TIMP metallopeptidase inhibitor 1","X","EPA; EPO; HCI; CLGI; TIMP; FLJ90373; TIMP1","19758569","36321","CD63,ECH1,EEF1B2,MMP1,MMP2,MMP3,MYOC,RECQL5"
"TMC5","79838","TMC5 transmembrane channel-like 5","16","FLJ13593; TMC5","159300340; 159300340","11713","NA"
"TMEFF1","8577","TMEFF1 transmembrane protein with EGF-like and two follistatin-like domains 1","9","TR-1; H7365; C9orf2; CT120.1; TMEFF1","159300340","88695","NA"
"TMEM101","84336","TMEM101 transmembrane protein 101","17","MGC4251; FLJ23987; TMEM101","18949382","12649","NA"
"TMEM132C","92293","TMEM132C transmembrane protein 132C","12","DKFZp761O2018","17043662","76567","NA"
"TMEM9B","56674","TMEM9B TMEM9 domain family; member B","11","C11orf15; TMEM9B","18949382","32050","DDX24"
"TMSB10","9168","TMSB10 thymosin beta 10","2","TB10; MIG12; TMSB10","18949382","0","TMOD1"
"TNFAIP3","7128","TNFAIP3 tumor necrosis factor; alpha-induced protein 3","6","A20; OTUD7C; TNFA1P2; MGC104522; MGC138687; MGC138688; TNFAIP3","18949382","4582","CCDC50,CHUK,IKBKB,IKBKG,LAPTM5,RIPK1,RNF11,TAX1BP1,TICAM1,TNFAIP3,TNIP1,TNIP2,TRAF1,TRAF2,TRAF6,YWHAB,YWHAE,YWHAG,YWHAH,YWHAZ,ZFAND5"
"TNFRSF10C","8794","TNFRSF10C tumor necrosis factor receptor superfamily; member 10c; decoy without an intracellular dom","8","LIT; DCR1; TRID; CD263; TRAILR3; TRAIL-R3; DCR1-TNFR; MGC149501; MGC149502; TNFRSF10C","19936781","48244","APOA1,FAM101B,LRSAM1,RAP1A,SLC27A6,TNFSF10,ZHX1"
"TNXB","7148","TNXB tenascin XB","6","XB; TNX; XBS; HXBL; TENX; TN-X; TNXB1; TNXB2; TNXBS","17043662","49589","VEGFA,VEGFB"
"TP53","7157","TP53 tumor protein p53","17","P53; LFS1; TRP53; FLJ92943; TP53","15099969; 9155064","460","-,ABL1,ACTA1,ANKRD2,ANXA3,APEX1,ARID3A,ARIH2,ARL3,ATF3,ATM,ATR,AURKA,BAK1,BANP,BARD1,BCL2,BCL2L1,BCR,BLM,BRCA1,BRCA2,BRF1,BTBD2,BTK,CABLES1,CABLES2,CAPN1,CCDC106,CCL18,CCNA2,CCNG1,CCNH,CCT5,CD40LG,CDC14A,CDC14B,CDC25C,CDC42,CDK1,CDK2,CDK5,CDK9,CDKN2C,CEBPZ,CHD3,CHEK1,CHEK2,CHUK,COPS2,COPS3,COPS4,COPS5,COPS6,COPS7A,COPS8,COX17,CR2,CREBBP,CSNK1A1,CSNK1D,CSNK2A1,CSNK2B,CUL9,DAXX,DDX5,DHCR24,DHFR,DLEU1,DVL2,E2F1,E4F1,EEF2,EFEMP2,EGR1,EIF2AK2,EIF2S2,ELL,EP300,EPHA3,ERCC3,ERCC6,ERH,ESR1,FAM173A,FBXO11,FXYD6,GNL3,GPS1,GPS2,GSK3B,GSTM4,GTF2H1,HABP4,HDAC1,HDAC2,HDAC3,HIF1A,HIPK1,HIPK2,HMGB1,HMGB2,HNF4A,HNRNPUL1,HSP90AA1,HSP90AB1,HSPA1A,HSPA9,HSPB1,HTT,HUWE1,IFI16,ING1,ING4,ING5,KAT2B,KAT5,KLF4,KLF6,KPNA2,KPNB1,LAMA4,MAD2L1BP,MAGEB18,MAPK1,MAPK10,MAPK3,MAPK8,MAPK9,MAPKAPK5,MDC1,MDM2,MDM4,MED1,MED17,MIF,MNAT1,MNDA,MPHOSPH6,MSX1,MTA1,MTA2,NAP1L1,NCL,NDN,NEDD8,NFKBIA,NFYA,NFYB,NMT1,NMT2,NPM1,NQO1,NR3C1,NR4A1,PAFAH1B3,PARP1,PBK,PCDHA4,PHB,PIAS1,PIAS4,PIN1,PLAGL1,PLK1,PLK3,PML,PNP,POLA1,PPA1,PPM1D,PPP1CA,PPP1CC,PPP1R13L,PPP2CA,PPP2R2B,PRIM1,PRKCA,PRKDC,PRKRA,PRMT1,PSMD11,PSME3,PTEN,PTGS2,PTK2,PTTG1,RAB4A,RAD51,RCHY1,RFWD2,RPA1,RRM2,RRM2B,S100A2,S100A4,S100A8,S100B,SAT1,SCAMP1,SERPINB9,SETD7,SHISA5,SIN3A,SIRT1,SMAD2,SMAD3,SMARCA4,SMARCB1,SMARCD1,SMN1,SMYD2,SNRPN,SP1,SP3,SSTR3,STK11,STK4,STRA13,STX5,SULT1E1,SUMO1,SYVN1,TADA3,TAF1A,TAF1B,TAF1C,TAF9,TAF9B,TBP,TEC,TEP1,TFAP2A,TFAP2C,TFDP1,THAP8,THRB,TK1,TOP1,TOP2A,TOP2B,TOPORS,TP53,TP53BP1,TP53BP2,TP53INP1,TP53RK,TP63,TP73,TRIAP1,TSG101,UBB,UBE2A,UBE2I,UBE2K,UBE3A,USP7,VRK1,WDR33,WRN,WT1,WWOX,XRCC6,YBX1,YWHAG,YWHAZ,ZCCHC10,ZHX1,ZNF148,ZNF24,ZNHIT1"
"TRO","7216","TRO trophinin ","X","MAGED3; MAGE-d3; KIAA1114","17043662","75113","BYSL,FOS,USP7"
"TRPC1","7220","TRPC1 transient receptor potential cation channel; subfamily C; member 1","3","TRP1; HTRP-1; MGC133334; MGC133335; TRPC1","17043662; 159300340","2478","BMPR2,CAV1,GRIA1,HOMER1,ITPR2,ITPR3,MDFI,MX1,PKD2,RHOA,TRPC3,TRPC4,TRPC5"
"TSHZ3","57616","TSHZ3 teashirt zinc finger homeobox 3","19","TSH3; ZNF537; FLJ54422; KIAA1474","17043662","10835","NA"
"TTC5","91875","TTC5 tetratricopeptide repeat domain 5","14","Strap; TTC5","18949382","14397","NA"
"TTK","7272","TTK TTK protein kinase","6","ESK; PYT; CT96; MPS1; MPS1L1; FLJ38280; TTK","159300340","2489","AZU1,TUBB,TUBB1"
"TWIST2","117581","TWIST2 twist homolog 2 (Drosophila)","2","DERMO1; bHLHa39; MGC117334","17043662","40594","MEF2C,SREBF1"
"TYMP","1890","TYMP thymidine phosphorylase","22","TP; ECGF; ECGF1; MNGIE; MEDPS1; MTDPS1; PDECGF; hPD-ECGF; TYMP","9570975; 9751263","1474","TYMP"
"TYMS","7298","TYMS thymidylate synthetase","18","TS; TMS; HST422; MGC88736; TYMS","19190136","834","TYMS"
"UBE2E2","7325","UBE2E2 ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog; yeast)","3","UBCH8; FLJ25157; UBE2E2","159300340","77337","CUL9,RNF19A,RNF8,UBOX5"
"UCHL1","7345","UCHL1 ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)","4","PARK5; PGP95; PGP9.5; Uch-L1; PGP 9.5; UCHL1","159300340","37894","CBX1,CDKN1B,COPS5,HSP90AA1,HSPA8,LAMP2,NEDD8,RANBP9,UBC,UBE2I"
"UGT1A1","54658","UDP glucuronosyltransferase 1 family; polypeptide A1","2","GNT1; UGT1; UDPGT; UGT1A; HUG-BR1; BILIQTL1; UDPGT 1-1","14871858","83117","NA"
"USP37","57695","USP37 ubiquitin specific peptidase 37","2","KIAA1594; MGC117261; USP37","17043662","10858","YWHAG"
"VEGFA","7422","VEGFA vascular endothelial growth factor A","6","VPF; VEGF; MVCD1; MGC70609; VEGFA","10381125","2534","ADAMTS1,AKT1,CSDA,CTGF,EPHB2,FLT1,GPC1,IGFBP7,KDR,NRP1,NRP2,PGF,SEMA3F,SPARC,TNXB,VEGFA,VEGFB,VTN,YBX1"
"VGLL1","51442","VGLL1 vestigial like 1 (Drosophila)","X","TDU; VGL1; VGLL1","159300340","9445","TEAD1,TEAD3,TEAD4"
"VGLL3","389136","VGLL3 vestigial like 3 (Drosophila)","3","VGL3; VGL-3; FLJ38507; DKFZp686O1845","17043662","53442","NA"
"VIM","7431","VIM vimentin","10","FLJ36605; VIM","18949382","2538","ABLIM1,ALS2CR11,APIP,ARMCX2,ATN1,BFSP1,BHLHE40,BRD1,C1orf103,C7orf36,C7orf64,CAMK2D,CAPN1,CASP3,CASP6,CASP7,CASP8,CASP9,CDH5,CDK1,CHD3,COPS6,CRCT1,CREB1,CRMP1,DCTN1,DEFB1,DIS3L2,DNM1L,DPPA4,DSP,DYNLL1,FABP4,FAM107A,FUBP1,GFAP,GOPC,HABP4,HAP1,HMG20B,ING5,ITGB4,IVNS1ABP,KIAA0408,KIAA1377,KIF15,KRT20,LOR,MAFG,MAN2A2,MEN1,MICAL1,MRPL44,MYST2,NEFL,NFATC2,NIF3L1,NME2,NOC4L,NUP85,OSBP2,PAK2,PDLIM1,PIAS4,PKD1,PKN1,PKP1,PLA2G4A,PLEC1,PPHLN1,PPL,PRKACA,PSMA1,PSMD7,PSME1,PUF60,RAB8B,RABAC1,RAD51,RIBC2,ROCK1,SDCCAG3,SERBP1,SETDB1,SH3GL3,SH3YL1,SIRT6,SLC25A6,SLC27A6,SMAD3,SRRT,STX1A,SUMO2,SUMO3,SYN1,TCHP,TNFRSF14,TRIM28,TRIM29,TRIOBP,TTR,TUBGCP4,UPP1,UPP2,UTP14A,VIM,WBP11,XRCC4,YWHAE,YWHAZ,ZHX1,ZNF384"
"VOPP1","81552","VOPP1 vesicular; overexpressed in cancer; prosurvival protein 1","7","ECOP; GASP; FLJ20532; DKFZp564K0822; VOPP1","18949382","12772","NA"
"VPS36","51028","VPS36 vacuolar protein sorting 36 homolog (S. cerevisiae)","13","EAP45; C13orf9; CGI-145; DKFZp781E0871; VPS36","15604243","9374","CHMP6,SNF8,TSG101,VPS25"
"WNT7A","7476","WNT7A wingless-type MMTV integration site family; member 7A","3","WNT7A","159300340","20969","FZD5,FZD9,STRN4"
"XYLT1","64131","XYLT1 xylosyltransferase I","16","XT1; XTI; XT-I; XYLTI; PXYLT1","17043662","32534","NA"
"YES1","7525","YES1 v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1","18","Yes; c-yes; HsT441; P61-YES; YES1","15604243","37839","ADAM12,ADAM15,CD2AP,CD36,CD46,CDKN1B,CSF1R,DLG4,DOK1,FLT1,GP6,ITGB4,JAK2,KDR,KIT,MST1R,NPHS1,OCLN,PAK2,PDCD6IP,PDGFRB,PECAM1,PTPRE,RASA1,RPL10,TP53BP2,TRPV4,TYRO3,YES1"
"YWHAB","7529","YWHAB tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide","20","HS1; GW128; YWHAA; KCIP-1; YWHAB","18949382","20724","ABL1,ADAM22,AKAP13,ALS2,ATP5A1,BAD,BCL2L11,BCR,BID,BRAF,C1QBP,C22orf9,CBL,CDC25A,CDC25B,CDC25C,CDK11B,CDK14,CDKN1B,CRTC2,CSNK2A1,DAPK1,DHX15,DYRK1A,EDC3,EPB41,EPB41L1,EPB41L3,FAM82A2,FER,FRMD6,FRYL,GAPVD1,GEM,HDAC5,HSP90AB1,HSPA1A,HSPA1B,HSPA5,IGF1R,IKBKB,ING1,INSR,IRS1,IRS2,ITGB1,ITGB4,KCNK15,KCNK3,KCNK9,KIF1C,KIF23,KIF5B,KLC1,KRT18,LARP1,LYST,MAP3K3,MAPK7,MAPT,MARK2,MARK4,MDM4,MICALL1,MINK1,MLLT4,MLXIP,MPRIP,MST1R,OSBPL3,PARD3,PARD6B,PDCL2,PDE3B,PI4KB,PIK3R2,PIK3R4,PRKCD,PRKCG,PRKCZ,PTPN3,RABGEF1,RACGAP1,RADIL,RAF1,RAI14,RALGPS2,RGS3,RGS7,RIN1,RIOK1,RNPS1,RPS6KA1,SFRS13A,SFRS3,SLC4A7,SLC8A1,SLC8A2,SLC8A3,SLC9A1,SNCA,SNRNP200,SON,SRC,SRRM2,STK38,STK38L,TESK1,TESK2,TH,TJP2,TNFAIP3,TPD52L1,TSC1,TSC2,TUBB,UBC,UCP2,UCP3,WDR77,WEE1,YWHAB,YWHAE,YWHAG,ZFP36"
"ZBED1","9189","ZBED1 zinc finger; BED-type containing 1","X","ALTE; DREF; TRAMP; hDREF; KIAA0785; ZBED1","15604243","123965","FANCG,GPN1,GPSM1,NIF3L1,NIP7,NUDT18,PSAP,RENBP,SORBS3,SPEF1,UBE2I"
"ZEB1","6935","ZEB1 zinc finger E-box binding homeobox 1","10","BZP; TCF8; AREB6; FECD6; NIL2A; PPCD3; ZFHEP; ZFHX1A; DELTAEF1; MGC133261; ZEB1","18487993; 17043662","31779","CTBP1,CTBP2,DRAP1,EP300,KAT5,SMAD2,SMAD3"
"ZIC1","7545","ZIC1 Zic family member 1","3","ZIC; ZNF201; ZIC1","17043662","2562","GLI1,GLI2,GLI3"
"ZMYND19","116225","ZMYND19 zinc finger; MYND-type containing 19","9","MIZIP; RP11-48C7.4; ZMYND19","18949382","12093","HACL1,KCTD13,MCHR1,TNNT1"
"ZNF207","7756","ZNF207 zinc finger protein 207","17","DKFZp761N202; ZNF207","18949382","2581","NA"
